text,label_name,label,id,labels,single_label
baker mayfield obj arrive game energy,['celebrity_&_pop_culture' 'sports'],[1 0 0 0 0 1],1170728122729340928,['celebrity_&_pop_culture' 'sports'],sports
time bite happyness game start demo today palm beach gardens come happylicious bitesofhappyness demoday groceryshoppe palmbeachgarden,['sports'],[0 0 0 0 0 1],1170728233282809857,['sports'],sports
great game college career look forward season,['sports'],[0 0 0 0 0 1],1170728295245262850,['sports'],sports
game ai live come listen deconstruct game ai game dev,['sports'],[0 0 0 0 0 1],1170758295713239041,['sports'],sports
volunteer lawn sign campaign think look like tee shirt picture need original artwork possibility,['news_&_social_concern'],[0 0 0 0 1 0],1170758370434912256,['news_&_social_concern'],news_&_social_concern
believe officiating let game completely away utter disgrace hold accountable,['sports'],[0 0 0 0 0 1],1170758439930384390,['sports'],sports
week book rest usa tom stewart game recap owls intellectual brutality,['sports'],[0 0 0 0 0 1],1170758566917156864,['sports'],sports
photo woman final game salo floorball salibandy,['sports'],[0 0 0 0 0 1],1170758591818665984,['sports'],sports
flyeaglesfly entire offseason plus camp prepare st game season sad,['sports'],[0 0 0 0 0 1],1170758594268188673,['sports'],sports
look flat th preseason game,['sports'],[0 0 0 0 0 1],1170758620230893572,['sports'],sports
wake case see postgame column ve get stat red zone cal past season seriously,['sports'],[0 0 0 0 0 1],1170758676669353984,['sports'],sports
keep go lose game penalty min play,['sports'],[0 0 0 0 0 1],1170758678879887361,['sports'],sports
power cbs production truck kc jax game good chief,['film_tv_&_video' 'news_&_social_concern' 'sports'],[0 0 1 0 1 1],1170788627028135936,['film_tv_&_video' 'news_&_social_concern' 'sports'],sports
sunday xi dec winslet mason over draw sunday xi over final game season sunday vs welcome hcg autumn,['sports'],[0 0 0 0 0 1],1170788695739424770,['sports'],sports
consider allow overage player team game idea coach game today,['sports'],[0 0 0 0 0 1],1170788708385198081,['sports'],sports
game night confe vs royalsrule win groab,['sports'],[0 0 0 0 0 1],1170818570986479616,['sports'],sports
hope let like prior year let team giant come score right field score game dem boyz,['sports'],[0 0 0 0 0 1],1170818773974228992,['sports'],sports
quick tweet result brewer cub series game today september expect outcome happen,['sports'],[0 0 0 0 0 1],1170819094825902083,['sports'],sports
like remember kid year ago make incredible catch save game,['sports'],[0 0 0 0 0 1],1170848812153409539,['sports'],sports
watch lec guy think win today cg reverse sweep cody sun quadra close game confuse tomato gif right track,['sports'],[0 0 0 0 0 1],1170848839911297034,['sports'],sports
awesome win double exclamation mark score goal fresh triston key soccer ball hard fight match colt great game coug break streak,['sports'],[0 0 0 0 0 1],1170848863525244928,['sports'],sports
brady roethlisberger movie obviously chris pratt tom struggle play ben,['celebrity_&_pop_culture' 'film_tv_&_video' 'sports'],[1 0 1 0 0 1],1170848931191971840,['celebrity_&_pop_culture' 'film_tv_&_video' 'sports'],film_tv_&_video
clean numbani playoff game iconic duo upward owl,['sports'],[0 0 0 0 0 1],1170849166731501570,['sports'],sports
drinking game sn fon nbc tonight drink time talk screen,['sports'],[0 0 0 0 0 1],1170849271907803143,['sports'],sports
want play poke pull ben bad half game know lose steelersvspatriot,['sports'],[0 0 0 0 0 1],1170879206672277505,['sports'],sports
st margaret pm game canon mac forwards migliozzi felse robb gollob freeman cessna lutz defense strilka muha zulka goalie malley,['sports'],[0 0 0 0 0 1],1170908485925711873,['sports'],sports
hunch circumstantial evidence allegedly attempt sway titansvs brown game yesterday nfl enter sketchy territory get come,['sports'],[0 0 0 0 0 1],1170939533510303744,['sports'],sports
sep softbank hawk vs lotte marines game highlight yahoo dome npb,['sports'],[0 0 0 0 0 1],1171060139874373633,['sports'],sports
big mismatch tonight de nvs oak game thought action game analysis,['sports'],[0 0 0 0 0 1],1171090606271225856,['sports'],sports
raven vs dolphin post game breakdown,['sports'],[0 0 0 0 0 1],1171120616948338688,['sports'],sports
devs truly outdo chapter regret single second play amazing experience game,['sports'],[0 0 0 0 0 1],1171150406497525761,['sports'],sports
update scoreboard non conference september home game night games lsu non conference september home game night games lsu game mc neese state kickoff schedule cancel weather,['sports'],[0 0 0 0 0 1],1171150440488165376,['sports'],sports
final jv vs good game girl,['sports'],[0 0 0 0 0 1],1171181343918743558,['sports'],sports
groom halftime performance raider game saint game bts pic styling stunt drive genesishalftimeshow espn,['celebrity_&_pop_culture' 'music' 'sports'],[1 0 0 1 0 1],1171241629379960835,['celebrity_&_pop_culture' 'music' 'sports'],sports
super game orleans win thriller saint gameday texansvs saint,['sports'],[0 0 0 0 0 1],1171270696246419456,['sports'],sports
soccer girl varsity game westford academy vs wayland high school westford academy trustee field dcl girl soccer,['sports'],[0 0 0 0 0 1],1171271253388353540,['sports'],sports
fix hire devs nba year beta game star game company put trash year,['sports'],[0 0 0 0 0 1],1171271576421109760,['sports'],sports
boom game day varsity boy girl soccer ditch vs pick north game times girls boy pawsitivity tiger soccer,['sports'],[0 0 0 0 0 1],1171391367823724548,['sports'],sports
great read great pic boot season point hit game sunday vs white goal rest season angeles,['news_&_social_concern' 'sports'],[0 0 0 0 1 1],1171422211816775680,['news_&_social_concern' 'sports'],sports
know huuuge long shot see game capcom vs snk song terry true love make ll prolly hear different song game smash bros,['celebrity_&_pop_culture' 'music' 'sports'],[1 0 0 1 0 1],1171452842281852929,['celebrity_&_pop_culture' 'music' 'sports'],gaming
game preview week penn state vs pitt michigan state vs arizona state purdue vs tcu good stuff,['sports'],[0 0 0 0 0 1],1171573183784378369,['sports'],sports
girard indians vs john kennedy eagles hsboh wr,['sports'],[0 0 0 0 0 1],1171754013966184448,['sports'],sports
new podcast break dolphin game talk cardinal call crawford chronicle,['sports'],[0 0 0 0 0 1],1171935498341900288,['sports'],sports
friday game vs air live network exclusively catch special encore presentation saturday pm apple,['sports'],[0 0 0 0 0 1],1171936161553682434,['sports'],sports
check olathe north vs lawrence free state game highlight sept olathe north high school varsity volleyball hudl,['sports'],[0 0 0 0 0 1],1172177965007998976,['sports'],sports
want original charm come marie combs mc streghe ilpoteredeltriocoincidecolmio powerof threewillsetus free,['celebrity_&_pop_culture' 'film_tv_&_video' 'sports'],[1 0 1 0 0 1],1172448923408986114,['celebrity_&_pop_culture' 'film_tv_&_video' 'sports'],film_tv_&_video
understand recent steam saint yes good at road bree goff home road split favor ram sho week saint emotional mnf game public love saint watch,['sports'],[0 0 0 0 0 1],1172478898636054528,['sports'],sports
isn sport rugby show toulouse vs city match weekend think show playoff match,['sports'],[0 0 0 0 0 1],1172479367961829376,['sports'],sports
ok muscular injury real madrid time na federico valverde hin miss tomorrow game ucl opener vs psg everybody kukuma injury,['sports'],[0 0 0 0 0 1],1172479506822705153,['sports'],sports
sept vs quarterfinal action leg game repo,['sports'],[0 0 0 0 0 1],1172540291187974145,['sports'],sports
game tournament go point point umw vs columbia start minute,['sports'],[0 0 0 0 0 1],1172600092886536192,['sports'],sports
game area grandview height man follow follow arcadia final game sure ll tfhss,['sports'],[0 0 0 0 0 1],1172630432384466944,['sports'],sports
cardinal field cross town rivalry game leuzinger olympians go to great night lawndalerockstar lawndalecardinalfamily togetherwewin cifssfootball dale football,['sports'],[0 0 0 0 0 1],1172691246604795905,['sports'],sports
game day team action week st vs pm kick reserve vs reserve pm kick rd vs rds pm kick good luck team white circle ut,['sports'],[0 0 0 0 0 1],1172811209458028544,['sports'],sports
ohio state indiana pick today,['sports'],[0 0 0 0 0 1],1172841838035787776,['sports'],sports
halewood lion vs msb sounder tomorrow academy leather lane look forward game,['sports'],[0 0 0 0 0 1],1172872277219848192,['sports'],sports
footballer watch teammate stroke way game teach player cpr,['news_&_social_concern' 'sports'],[0 0 0 0 1 1],1172932363153788929,['news_&_social_concern' 'sports'],news_&_social_concern
think buffalo expect physical game force today let fly afvscu,['sports'],[0 0 0 0 0 1],1172932720906964992,['sports'],sports
college football saturday athletic punch close temple won boy unsatisfying,['sports'],[0 0 0 0 0 1],1173023198797008897,['sports'],sports
elimination game vs catch live pm de ready world sunda yfooty,['sports'],[0 0 0 0 0 1],1173052900546764800,['sports'],sports
minnesota viking vs green bay packer prediction handicapping preview vegas pack skol,['sports'],[0 0 0 0 0 1],1173052922948571136,['sports'],sports
announce attendance vs tonight large crowd history nny,['sports'],[0 0 0 0 0 1],1173053152171646977,['sports'],sports
battle night vs roc body night vs shine physical battle night vs cal performance night body bag,['sports'],[0 0 0 0 0 1],1173053174501920769,['sports'],sports
love minute vs definitely favorite pro wrestling match ve see life bloodsport,['sports'],[0 0 0 0 0 1],1173053342576078848,['sports'],sports
tyson fury otto wallin sta time live stream fight prediction date card odd preview tyson fury boxing otto wallin deontay wilder,['sports'],[0 0 0 0 0 1],1173081255136628736,['sports'],sports
cowboy release chris covington texans try,['sports'],[0 0 0 0 0 1],1173081316935503872,['sports'],sports
new traffic rule public vs police rajmohal bhubaneswar odisha white color crime wl increase govt release innocent woman,['news_&_social_concern'],[0 0 0 0 1 0],1173081632267362306,['news_&_social_concern'],news_&_social_concern
know preseason take tomorrow preseason game golden vs mobile,['sports'],[0 0 0 0 0 1],1173081667461885955,['sports'],sports
check game recap madison academy brewer,['sports'],[0 0 0 0 0 1],1173082494050209792,['sports'],sports
philadelphia eagle vs atlanta falcon prediction handicapping preview vegas brotherhood fly eagle fly,['sports'],[0 0 0 0 0 1],1173083014781255680,['sports'],sports
halftime nationally mater dei st frances academy,['sports'],[0 0 0 0 0 1],1173083234101387264,['sports'],sports
fantastic game girl yesterday great adve girl football present county thank ryman bring colebrook girl sure regular fixture vs black circle soccer ball,['sports'],[0 0 0 0 0 1],1173111518713581568,['sports'],sports
ind vs sa september timer clock pm ist,['sports'],[0 0 0 0 0 1],1173141906177445890,['sports'],sports
want example big sport dhoni quote dhoni retire injure rest dare utter word drop,['celebrity_&_pop_culture' 'sports'],[1 0 0 0 0 1],1173142139628326912,['celebrity_&_pop_culture' 'sports'],sports
leader trophy st round st leg vs re,['sports'],[0 0 0 0 0 1],1173142601719013376,['sports'],sports
game day soccer ball vs oxleather fc div alarm clock sponsor roebuck draycott clay lower abbot bromley school cmon stag,['sports'],[0 0 0 0 0 1],1173143698961514496,['sports'],sports
season food schedule far wk vs miami cuban sandwich thank wk vs arizona chicken chimichangas choc banana chimichangas wk vs kansas slow cook bbq rib wk vs cleveland pull pork wk vs pittsburgh pierogie primanti sandwich,['sports'],[0 0 0 0 0 1],1173173201427415041,['sports'],sports
indvs sa heavy downpour dharamsala ahead,['news_&_social_concern' 'sports'],[0 0 0 0 1 1],1173174550470676481,['news_&_social_concern' 'sports'],sports
lion cub escape mother witness king cobra spray cpatecmwitt lion vs king cobra lion cub escape snake hunting return,['film_tv_&_video'],[0 0 1 0 0 0],1173233967308267520,['film_tv_&_video'],film_tv_&_video
st good walthamstow bournemouth local resident try contact office twice phone time office door plus today second meeting let know good,['diaries_&_daily_life'],[0 1 0 0 0 0],1173234011919044608,['diaries_&_daily_life'],diaries_&_daily_life
matchup philadelphia eagle vs atlanta falcon comment think win tonight sunday night game fun bfitathletic stancesock sock sockgame,['sports'],[0 0 0 0 0 1],1173234360943894529,['sports'],sports
round vs nba twitter,['sports'],[0 0 0 0 0 1],1173263794207768576,['sports'],sports
sooooo chase vs yesssssss,['sports'],[0 0 0 0 0 1],1173263799949889544,['sports'],sports
match cwc challenge league tomorrow morning host cest match centre extra update feed follow match centre team toss weather dkcricket,['sports'],[0 0 0 0 0 1],1173294018177961985,['sports'],sports
icymi state ku history weekend ku end road losing streak power team ksu beat sec team regular season time time team win road non con game week year,['sports'],[0 0 0 0 0 1],1173294670572589056,['sports'],sports
second leave half vs angeles flag punt return save detroit fumble tragedy special team issue,['sports'],[0 0 0 0 0 1],1173294869730615296,['sports'],sports
lightweight fight need ufc vancouver vs mc vs vs,['sports'],[0 0 0 0 0 1],1173324900003733504,['sports'],sports
point person need trade stephen ross trade good player game team suck real hard fan hard rock stadium right go dolphin,['sports'],[0 0 0 0 0 1],1173324932392071168,['sports'],sports
switch raven vs chiefs sunday night week,['sports'],[0 0 0 0 0 1],1173354474787803139,['sports'],sports
wow vito goal rusnak times surely lose footing bad luck salt vs united mnufc mi nv rsl coyl,['sports'],[0 0 0 0 0 1],1173355377947226112,['sports'],sports
know game today know give run game vs know ufc fight clubhouse whew let walk plank review week let bucs,['sports'],[0 0 0 0 0 1],1173355629622321153,['sports'],sports
msoc time pilot hit pitch wisconsin tune live update pilot soccer ball wisconsin madison wis mc climon soccer complex alarm clock pm pacific,['sports'],[0 0 0 0 0 1],1173384037039144962,['sports'],sports
antonio brown debut dominant defensive effo gostkowski beat heat recap patriot win dolphin watch,['sports'],[0 0 0 0 0 1],1173384206036197377,['sports'],sports
champion vs championship cause,['sports'],[0 0 0 0 0 1],1173384342518685696,['sports'],sports
uk govt end single crewing roll taser police officer sign petition org,['news_&_social_concern'],[0 0 0 0 1 0],1173385095383793671,['news_&_social_concern'],news_&_social_concern
live chief rewind week raider chiefs kingdom,['sports'],[0 0 0 0 0 1],1173385120541265920,['sports'],sports
msoc final shaw bear return mac wednesday sept,['sports'],[0 0 0 0 0 1],1173385325898547200,['sports'],sports
tear gas water cannon brick molotov cocktail thousand defy protest ban hong kong island,['news_&_social_concern'],[0 0 0 0 1 0],1173385358127575040,['news_&_social_concern'],news_&_social_concern
stream live ral pup cup vs gumbawlz,['sports'],[0 0 0 0 0 1],1173385508828958721,['sports'],sports
match woman tag team championship vs wwe clash,['sports'],[0 0 0 0 0 1],1173385893039636480,['sports'],sports
djeff vs projeto kaya beija flor music video tube projetokaya wdbmanagement kazukutarecord,['celebrity_&_pop_culture' 'film_tv_&_video' 'music'],[1 0 1 1 0 0],1173717195077181441,['celebrity_&_pop_culture' 'film_tv_&_video' 'music'],music
lose vs excited play ec boy gg,['sports'],[0 0 0 0 0 1],1173807749681078273,['sports'],sports
lose vs ecs fun playing boy look forward future match,['sports'],[0 0 0 0 0 1],1173808094356414464,['sports'],sports
new york giants daniel jones week starter vs tampa bay bucs eli manning go bench,['sports'],[0 0 0 0 0 1],1173989654426804225,['sports'],sports
premier county semi final vs thursday th patrick park enniscorthy suppo need upthe butter red heart,['sports'],[0 0 0 0 0 1],1174412484977070080,['sports'],sports
confidential memorandum date aug office president order suspension negotiation signing loan grant agreement country vote favor unhrc resolution july,['news_&_social_concern'],[0 0 0 0 1 0],1174953664336687104,['news_&_social_concern'],news_&_social_concern
look ahead sunday daniel jones debut bucs defensive coordinator todd bowle vs rookie quarterback coordinator head coach stat nyj nyj ari phi,['sports'],[0 0 0 0 0 1],1175075340621946881,['sports'],sports
soccer ball ebfl division match highlight soccer ball watch extend highlight game sandhurst townmead match footage film aboard htfc watch right arrow curve,['sports'],[0 0 0 0 0 1],1175347311733628930,['sports'],sports
check rare wayne gretzky th annual burlington horseshoe program mint,['sports'],[0 0 0 0 0 1],1175589051530928130,['sports'],sports
look shootout scoreless win houghton sta play greatdaytobeahawk goal wheeler gagnon singer osborne save,['sports'],[0 0 0 0 0 1],1175589179323047937,['sports'],sports
ray th red sox indians th stay hottt,['sports'],[0 0 0 0 0 1],1175590021107089408,['sports'],sports
way watch past episode mel robbin cc miss entire week catch episode tube find way episode fire tv thank advance,['celebrity_&_pop_culture' 'film_tv_&_video'],[1 0 1 0 0 0],1175618938417373184,['celebrity_&_pop_culture' 'film_tv_&_video'],film_tv_&_video
legal expert predict ivanka trump indict fraud charge new york entire trump family criminal enterprise,['news_&_social_concern'],[0 0 0 0 1 0],1175620383002828800,['news_&_social_concern'],news_&_social_concern
slip away official music video dr ross henderson save dog tiki blue healer nice knowledgeable intensive caring humble person need vet service year dr ross good see,['celebrity_&_pop_culture' 'film_tv_&_video' 'music'],[1 0 1 1 0 0],1175620585541365760,['celebrity_&_pop_culture' 'film_tv_&_video' 'music'],music
await bigil audio launch day nanbas today pm telecast nanbas time free watch video bigil audio launch begin till end surprise thing wait nanbas bigil audio launch sun tv bigil,['film_tv_&_video' 'music'],[0 0 1 1 0 0],1175649137187905541,['film_tv_&_video' 'music'],film_tv_&_video
okay congratulation sell entire festival mf money ball court excited upcoming year,['music'],[0 0 0 1 0 0],1175650130403282945,['music'],music
hinahanap ko na yong bonggang selfie nyo boy shout ayeeeeee asap sundate boyband ph,['music'],[0 0 0 1 0 0],1175650640564932610,['music'],music
climate change protest today uk pa global strike,['news_&_social_concern'],[0 0 0 0 1 0],1175680766237401088,['news_&_social_concern'],news_&_social_concern
giorgio armani take languid leisurely bow courtyard private palazzo earthily asia influence collection rule red carpet bio review giorgio armani,['celebrity_&_pop_culture'],[1 0 0 0 0 0],1175708856585981952,['celebrity_&_pop_culture'],celebrity_&_pop_culture
come freak mouth blatantly false watch jerry nadler climate change great threat world war,['news_&_social_concern'],[0 0 0 0 1 0],1175739805486989312,['news_&_social_concern'],news_&_social_concern
stall drive red zone prove costly night arkansas state learn siu backup qb rb javon williams jr real deal,['sports'],[0 0 0 0 0 1],1175740839089397760,['sports'],sports
quinnipiac field hockey take vermont conference matchup afternoon fall sho time conn game right arrow,['sports'],[0 0 0 0 0 1],1175770383288623104,['sports'],sports
week world leader convene new york general assembly climate change iran venezuela rundown issue,['news_&_social_concern'],[0 0 0 0 1 0],1175771301455257600,['news_&_social_concern'],news_&_social_concern
family man tv series overwhelm watch act dhriti acting worth talk neeraj madav good complete season guy kudo,['celebrity_&_pop_culture' 'film_tv_&_video'],[1 0 1 0 0 0],1175771308577021952,['celebrity_&_pop_culture' 'film_tv_&_video'],film_tv_&_video
personalize field hockey keychain field hockey gift,['sports'],[0 0 0 0 0 1],1175771610537705475,['sports'],sports
climate change trend big sexy issue constant problem,['news_&_social_concern'],[0 0 0 0 1 0],1175771725264564226,['news_&_social_concern'],news_&_social_concern
night huge thank entire ucla crew good business thank tune send message absolute blast highlight game remember,['sports'],[0 0 0 0 0 1],1175800601663307776,['sports'],sports
clean sheet mark th league sta club move th time ahead hezzy hvfc,['sports'],[0 0 0 0 0 1],1175800794291036160,['sports'],sports
slapper alert cupcak ke crazy story remix official music video mon,['film_tv_&_video' 'music'],[0 0 1 1 0 0],1175801667129872384,['film_tv_&_video' 'music'],music
request release audio launch event youtube huge request fan red heart bigil audio launch sun tv bigil,['film_tv_&_video' 'music'],[0 0 1 1 0 0],1175801925092032512,['film_tv_&_video' 'music'],music
think harbaugh listen friday figure go th option beat chief,['sports'],[0 0 0 0 0 1],1175830847154528258,['sports'],sports
spend entire day watch tube video literally single lmao vlog performance etc channel,['film_tv_&_video'],[0 0 1 0 0 0],1175831415151308801,['film_tv_&_video'],film_tv_&_video
watch patriot game desktop computer chief game laptop watch steven universe tv,['film_tv_&_video' 'sports'],[0 0 1 0 0 1],1175831787345522688,['film_tv_&_video' 'sports'],sports
climate change arctic glacier shrink year itstimetochange climate change join,['news_&_social_concern'],[0 0 0 0 1 0],1175861448372838400,['news_&_social_concern'],news_&_social_concern
great road win today boyzzz let home chief hope okay prayer pride,['sports'],[0 0 0 0 0 1],1175891541950377990,['sports'],sports
radiohead thom yorke admit climate change hypocrite,['news_&_social_concern'],[0 0 0 0 1 0],1175921791027617792,['news_&_social_concern'],news_&_social_concern
great aussie world lead business step issue define future cannon climate change get plan play future demand,['news_&_social_concern'],[0 0 0 0 1 0],1175922041427333120,['news_&_social_concern'],news_&_social_concern
carrum down man lucky alive car plough living room second get couch use toilet,['diaries_&_daily_life' 'news_&_social_concern'],[0 1 0 0 1 0],1175922128178147329,['diaries_&_daily_life' 'news_&_social_concern'],news_&_social_concern
thing know like freddie kitchen freddie new head coach hasn find way young qb struggle defense well deserve prediction season look good win super bowl soon,['sports'],[0 0 0 0 0 1],1175981134775078913,['sports'],sports
hot temperature record month year new york daniel jones giants jet,['news_&_social_concern'],[0 0 0 0 1 0],1175982819157381120,['news_&_social_concern'],news_&_social_concern
climate change accelerate accord new un repo climate crisis auspol ln pfail,['news_&_social_concern'],[0 0 0 0 1 0],1176013242218373120,['news_&_social_concern'],news_&_social_concern
climate change midst hot year record africa nm gat kusi idea festival medium,['news_&_social_concern'],[0 0 0 0 1 0],1176040023680069632,['news_&_social_concern'],news_&_social_concern
jp sottile empire climate change jon gold bill barr justice spreaker,['news_&_social_concern'],[0 0 0 0 1 0],1176040166076637184,['news_&_social_concern'],news_&_social_concern
gammon pen letter student protest climate change mail,['news_&_social_concern'],[0 0 0 0 1 0],1176041514910326785,['news_&_social_concern'],news_&_social_concern
japan new environment minister shinjiro koizumi pledge sunday mobilise young people push coal dependent country low carbon future make fight climate change sexy fun,['news_&_social_concern'],[0 0 0 0 1 0],1176071238759911429,['news_&_social_concern'],news_&_social_concern
report rise climate change awareness poll find people say limit air travel reduce impact climate lorraine director welcome result,['news_&_social_concern'],[0 0 0 0 1 0],1176072715758899201,['news_&_social_concern'],news_&_social_concern
zuckerberg ex mentor roger mc namee similr big challenge tackle climate change platform allow denier disproportionate influence deny freedom speech deny amplification,['news_&_social_concern'],[0 0 0 0 1 0],1176073527646203905,['news_&_social_concern'],news_&_social_concern
join live day lab labour environment upland national park climate change support nature fringe event feature,['film_tv_&_video' 'news_&_social_concern'],[0 0 1 0 1 0],1176102110603223040,['film_tv_&_video' 'news_&_social_concern'],news_&_social_concern
new music video yam repass link hoodie season iii come god money hogmobministrie dafixxradioshow pray artsoulradio prayforhiphop,['film_tv_&_video' 'music'],[0 0 1 1 0 0],1176103206855880705,['film_tv_&_video' 'music'],music
new memory intro official music video brand new single watch new memory,['film_tv_&_video' 'music'],[0 0 1 1 0 0],1176103749275832320,['film_tv_&_video' 'music'],music
climate change protestor shut street increase carbon emission trend,['news_&_social_concern'],[0 0 0 0 1 0],1176133120904564741,['news_&_social_concern'],news_&_social_concern
liberal abstain have child save world climate change aag,['news_&_social_concern'],[0 0 0 0 1 0],1176133449243119617,['news_&_social_concern'],news_&_social_concern
sure need hear climate change real human being cause accelerate alaska sea ice completely melt away,['news_&_social_concern'],[0 0 0 0 1 0],1176134072197738496,['news_&_social_concern'],news_&_social_concern
good read knowledge power medium coverage climate change fact,['news_&_social_concern'],[0 0 0 0 1 0],1176163663666745344,['news_&_social_concern'],news_&_social_concern
bbc news greta thunberg leader fail climate change,['film_tv_&_video' 'news_&_social_concern'],[0 0 1 0 1 0],1176163902104776705,['film_tv_&_video' 'news_&_social_concern'],news_&_social_concern
great highlight article friday climate change rally march great experience student learn monday motivation,['news_&_social_concern'],[0 0 0 0 1 0],1176193561802477568,['news_&_social_concern'],news_&_social_concern
climate change access care period common woman monday join goal house share put woman change healthforall global,['news_&_social_concern'],[0 0 0 0 1 0],1176194510461841408,['news_&_social_concern'],news_&_social_concern
inspirational address pm climate change president make unscheduled entry summit proud moment indians howdy modi,['news_&_social_concern'],[0 0 0 0 1 0],1176223830605520896,['news_&_social_concern'],news_&_social_concern
new video op feat abg neal come wshh exclusive official music video,['celebrity_&_pop_culture' 'film_tv_&_video' 'music'],[1 0 1 1 0 0],1176254050465173505,['celebrity_&_pop_culture' 'film_tv_&_video' 'music'],music
state show willingness lead clean renewable energy stop write editorial call lawmaker ceja pa veto session agenda,['news_&_social_concern'],[0 0 0 0 1 0],1176254060632166402,['news_&_social_concern'],news_&_social_concern
wonder like ilk know footnote history pa generation think away denialist conservatism pretend climate change didn exist auspol,['news_&_social_concern'],[0 0 0 0 1 0],1176254443613933568,['news_&_social_concern'],news_&_social_concern
climate change day peep cue good trump bad trump definitely good trump pastor praise trump skip un panel imaginary climate crisis real problem religious persecution fox news,['news_&_social_concern'],[0 0 0 0 1 0],1176283755037777920,['news_&_social_concern'],news_&_social_concern
